order_date,year,month,product_code,product_type,revenue,products
2018-01-02,2018,January,Prod135,"Own Brand",22050,125
2018-01-08,2018,January,Prod136,"Own Brand",60,1
2018-01-15,2018,January,Prod137,"Own Brand",40807,167
2018-01-09,2018,January,Prod139,"Own Brand",454,6
2018-01-02,2018,January,Prod140,"Own Brand",20374,148
2018-01-12,2018,January,Prod152,"Own Brand",90495,102
2018-01-17,2018,January,Prod156,"Own Brand",171,1
2018-01-04,2018,January,Prod157,"Own Brand",181,1
2018-01-26,2018,January,Prod159,"Distribution",3676301,3786
2018-01-29,2018,January,Prod160,"Distribution",180194,160
2018-01-19,2018,January,Prod166,"Own Brand",320769,294
2018-01-04,2018,January,Prod172,"Own Brand",144,1
2018-01-25,2018,January,Prod174,"Distribution",116,1
2018-01-03,2018,January,Prod176,"Distribution",17666,20
2018-01-02,2018,January,Prod177,"Distribution",4880,4
2018-01-02,2018,January,Prod178,"Own Brand",5916,7
2018-01-19,2018,January,Prod180,"Own Brand",77630,66
2018-01-02,2018,January,Prod185,"Own Brand",3684,10
2018-01-04,2018,January,Prod187,"Own Brand",56090,51
2018-01-03,2018,January,Prod188,"Distribution",1546,2
2018-01-02,2018,January,Prod191,"Distribution",1510,4
2018-01-02,2018,January,Prod192,"Distribution",1112,4
2018-01-02,2018,January,Prod196,"Own Brand",7597,11
2018-01-11,2018,January,Prod199,"Own Brand",38705,140
2018-01-02,2018,January,Prod204,"Distribution",815,1
2018-01-30,2018,January,Prod205,"Distribution",4388,6
2018-01-12,2018,January,Prod206,"Distribution",94611,83
2018-01-12,2018,January,Prod207,"Distribution",352,2
2018-01-03,2018,January,Prod208,"Own Brand",1995,11
2018-01-05,2018,January,Prod209,"Own Brand",522529,1284
2018-01-05,2018,January,Prod210,"Own Brand",92481,102
2018-01-02,2018,January,Prod212,"Own Brand",175625,183
2018-01-16,2018,January,Prod213,"Own Brand",96180,330
2018-01-03,2018,January,Prod214,"Own Brand",102888,84
2018-01-09,2018,January,Prod215,"Own Brand",108777,87
2018-01-15,2018,January,Prod216,"Own Brand",110334,236
2018-01-16,2018,January,Prod218,"Distribution",5864,32
2018-01-16,2018,January,Prod219,"Distribution",1423,6
2018-01-30,2018,January,Prod220,"Distribution",54449,71
2018-01-02,2018,January,Prod221,"Distribution",82439,211
2018-01-02,2018,January,Prod232,"Own Brand",824656,11195
2018-01-04,2018,January,Prod236,"Distribution",155799,1965
2018-01-26,2018,January,Prod238,"Own Brand",29204,482
2018-01-03,2018,January,Prod239,"Own Brand",503736,7973
2018-01-05,2018,January,Prod241,"Own Brand",80485,833
2018-01-17,2018,January,Prod242,"Own Brand",17689,197
2018-01-02,2018,January,Prod245,"Own Brand",418895,3360
2018-01-02,2018,January,Prod246,"Own Brand",125270,1071
2018-01-02,2018,January,Prod248,"Distribution",662,5
2018-01-02,2018,January,Prod249,"Distribution",22880,196
2018-01-26,2018,January,Prod250,"Distribution",29986,515
2018-01-11,2018,January,Prod251,"Distribution",80457,1051
2018-01-05,2018,January,Prod252,"Distribution",210514,1185
2018-01-30,2018,January,Prod253,"Own Brand",13690,299
2018-01-26,2018,January,Prod254,"Own Brand",188828,730
2018-01-25,2018,January,Prod255,"Own Brand",50731,345
2018-01-18,2018,January,Prod258,"Own Brand",11713,120
2018-01-05,2018,January,Prod260,"Own Brand",79875,963
2018-01-23,2018,January,Prod261,"Own Brand",1384,4
2018-01-23,2018,January,Prod263,"Distribution",7884,59
2018-01-08,2018,January,Prod264,"Distribution",9840,64
2018-01-03,2018,January,Prod265,"Distribution",21507,59
2018-01-02,2018,January,Prod267,"Distribution",79264,127
2018-01-03,2018,January,Prod268,"Own Brand",9157,17
2018-01-23,2018,January,Prod269,"Own Brand",19158,65
2018-01-03,2018,January,Prod270,"Own Brand",17220,63
2018-01-09,2018,January,Prod271,"Own Brand",57730,178
2018-01-03,2018,January,Prod272,"Own Brand",2038,10
2018-01-15,2018,January,Prod273,"Own Brand",4418,35
2018-01-22,2018,January,Prod274,"Own Brand",8006,26
2018-01-09,2018,January,Prod275,"Own Brand",30922,63
2018-01-04,2018,January,Prod276,"Own Brand",5407,26
2018-01-02,2018,January,Prod278,"Distribution",19266,66
2018-01-09,2018,January,Prod279,"Distribution",20228,65
2018-07-04,2018,July,Prod005,"Own Brand",237916,177
2018-07-18,2018,July,Prod010,"Own Brand",7491,6
2018-07-13,2018,July,Prod011,"Own Brand",7962,5
2018-07-04,2018,July,Prod016,"Own Brand",703370,477
2018-07-10,2018,July,Prod018,"Own Brand",195076,71
2018-07-02,2018,July,Prod024,"Distribution",330654,122
2018-07-27,2018,July,Prod025,"Distribution",8329,3
2018-07-02,2018,July,Prod033,"Distribution",16120,7
2018-07-27,2018,July,Prod038,"Own Brand",2796,2
2018-07-05,2018,July,Prod039,"Own Brand",1592,2
2018-07-21,2018,July,Prod040,"Own Brand",570384,382
2018-07-04,2018,July,Prod042,"Own Brand",7200,11
2018-07-04,2018,July,Prod043,"Own Brand",298371,241
2018-07-05,2018,July,Prod045,"Own Brand",93955,50
2018-07-09,2018,July,Prod046,"Own Brand",8495,5
2018-07-16,2018,July,Prod048,"Own Brand",514,1
2018-07-05,2018,July,Prod049,"Own Brand",75996,74
2018-07-31,2018,July,Prod051,"Own Brand",113148,93
2018-07-10,2018,July,Prod052,"Own Brand",782,2
2018-07-20,2018,July,Prod053,"Own Brand",773424,3170
2018-07-03,2018,July,Prod057,"Own Brand",472259,965
2018-07-05,2018,July,Prod060,"Own Brand",592351,1324
2018-07-23,2018,July,Prod062,"Own Brand",151185,338
2018-07-03,2018,July,Prod063,"Own Brand",395,5
2018-07-19,2018,July,Prod065,"Own Brand",710602,2709
2018-07-17,2018,July,Prod067,"Distribution",37111,160
2018-07-17,2018,July,Prod068,"Distribution",148444,320
2018-07-23,2018,July,Prod078,"Own Brand",16995,102
2018-07-27,2018,July,Prod079,"Own Brand",190,1
2018-07-24,2018,July,Prod088,"Own Brand",17185,533
2018-07-11,2018,July,Prod089,"Own Brand",68713,1074
2018-07-31,2018,July,Prod090,"Own Brand",570910,11250
2018-07-09,2018,July,Prod091,"Own Brand",63860,1284
2018-07-17,2018,July,Prod092,"Own Brand",4718,150
2018-07-06,2018,July,Prod093,"Own Brand",29803,193
2018-07-03,2018,July,Prod095,"Own Brand",644,5
2018-07-25,2018,July,Prod096,"Own Brand",1324,73
2018-07-05,2018,July,Prod098,"Own Brand",101622,807
2018-07-23,2018,July,Prod099,"Own Brand",65170,256
2018-07-26,2018,July,Prod100,"Own Brand",2407,8
2018-07-17,2018,July,Prod101,"Own Brand",3491,9
2018-07-09,2018,July,Prod102,"Own Brand",283531,318
2018-07-27,2018,July,Prod103,"Own Brand",25101,22
2018-07-20,2018,July,Prod105,"Own Brand",43387,173
2018-07-02,2018,July,Prod106,"Own Brand",100676,114
2018-07-11,2018,July,Prod110,"Distribution",61888,46
2018-07-18,2018,July,Prod113,"Distribution",223831,714
2018-07-05,2018,July,Prod114,"Distribution",55838,184
2018-07-05,2018,July,Prod116,"Distribution",68251,220
2018-07-13,2018,July,Prod117,"Distribution",381710,1839
2018-07-10,2018,July,Prod118,"Distribution",36385,142
2018-07-05,2018,July,Prod119,"Distribution",20467,132
2018-07-04,2018,July,Prod122,"Own Brand",60052,303
2018-07-17,2018,July,Prod123,"Own Brand",247871,644
2018-07-09,2018,July,Prod126,"Own Brand",152730,676
2018-07-21,2018,July,Prod128,"Distribution",7153,15
2018-07-09,2018,July,Prod129,"Distribution",377897,1046
2018-07-10,2018,July,Prod133,"Own Brand",324375,430
2018-07-03,2018,July,Prod134,"Own Brand",87152,223
2018-07-13,2018,July,Prod135,"Own Brand",37448,209
2018-07-25,2018,July,Prod136,"Own Brand",6486,38
2018-07-02,2018,July,Prod137,"Own Brand",57666,215
2018-07-10,2018,July,Prod138,"Own Brand",1907,9
2018-07-09,2018,July,Prod139,"Own Brand",687,9
2018-07-09,2018,July,Prod140,"Own Brand",38435,223
2018-07-06,2018,July,Prod148,"Own Brand",5985,7
2018-07-18,2018,July,Prod152,"Own Brand",8111,9
2018-07-02,2018,July,Prod156,"Own Brand",41949,67
2018-07-06,2018,July,Prod157,"Own Brand",273,1
2018-07-02,2018,July,Prod158,"Distribution",54537,67
2018-07-09,2018,July,Prod159,"Distribution",420083,376
2018-07-04,2018,July,Prod160,"Distribution",197291,176
2018-07-03,2018,July,Prod161,"Distribution",4277,11
2018-07-17,2018,July,Prod162,"Distribution",653287,1429
2018-07-04,2018,July,Prod166,"Own Brand",250951,307
2018-07-06,2018,July,Prod167,"Own Brand",34758,35
2018-07-17,2018,July,Prod170,"Own Brand",613315,1356
2018-07-02,2018,July,Prod172,"Own Brand",68611,427
2018-07-11,2018,July,Prod176,"Distribution",17666,20
2018-07-19,2018,July,Prod184,"Own Brand",97,1
2018-07-23,2018,July,Prod185,"Own Brand",2495,4
2018-07-02,2018,July,Prod186,"Own Brand",60810,74
2018-07-09,2018,July,Prod187,"Own Brand",38997,37
2018-07-16,2018,July,Prod193,"Own Brand",4426,7
2018-07-16,2018,July,Prod198,"Own Brand",167,1
2018-07-30,2018,July,Prod202,"Own Brand",20639,75
2018-07-11,2018,July,Prod204,"Distribution",111924,115
2018-07-07,2018,July,Prod205,"Distribution",4412,5
2018-07-20,2018,July,Prod206,"Distribution",458885,393
2018-07-09,2018,July,Prod207,"Distribution",11148,9
2018-07-09,2018,July,Prod208,"Own Brand",4492,23
2018-07-07,2018,July,Prod209,"Own Brand",606212,1501
2018-07-17,2018,July,Prod210,"Own Brand",328422,333
2018-07-21,2018,July,Prod212,"Own Brand",291615,291
2018-07-13,2018,July,Prod213,"Own Brand",54354,197
2018-07-13,2018,July,Prod214,"Own Brand",143668,118
2018-07-09,2018,July,Prod215,"Own Brand",315775,250
2018-07-03,2018,July,Prod216,"Own Brand",116478,253
2018-07-13,2018,July,Prod218,"Distribution",10182,50
2018-07-30,2018,July,Prod219,"Distribution",663,4
2018-07-20,2018,July,Prod220,"Distribution",107703,138
2018-07-07,2018,July,Prod221,"Distribution",159272,406
2018-07-17,2018,July,Prod232,"Own Brand",76621,1010
2018-07-03,2018,July,Prod236,"Distribution",132799,1565
2018-07-02,2018,July,Prod238,"Own Brand",36565,585
2018-07-04,2018,July,Prod239,"Own Brand",714397,11359
2018-07-06,2018,July,Prod241,"Own Brand",79944,1057
2018-07-03,2018,July,Prod242,"Own Brand",1861,23
2018-07-04,2018,July,Prod245,"Own Brand",526807,4120
2018-07-02,2018,July,Prod246,"Own Brand",118581,1033
2018-07-17,2018,July,Prod249,"Distribution",30570,295
2018-07-02,2018,July,Prod250,"Distribution",26504,295
2018-07-04,2018,July,Prod251,"Distribution",62673,664
2018-07-06,2018,July,Prod252,"Distribution",357881,1939
2018-07-24,2018,July,Prod253,"Own Brand",6843,149
2018-07-12,2018,July,Prod254,"Own Brand",26264,183
2018-07-26,2018,July,Prod255,"Own Brand",49027,314
2018-07-10,2018,July,Prod257,"Own Brand",13000,144
2018-07-24,2018,July,Prod258,"Own Brand",18982,241
2018-07-02,2018,July,Prod260,"Own Brand",177710,1908
2018-07-04,2018,July,Prod261,"Own Brand",134362,336
2018-07-05,2018,July,Prod263,"Distribution",7974,54
2018-07-25,2018,July,Prod264,"Distribution",6379,44
2018-07-02,2018,July,Prod265,"Distribution",14380,52
2018-07-09,2018,July,Prod267,"Distribution",138323,198
2018-07-12,2018,July,Prod268,"Own Brand",8384,11
2018-07-02,2018,July,Prod269,"Own Brand",28033,91
2018-07-02,2018,July,Prod270,"Own Brand",18272,66
2018-07-02,2018,July,Prod271,"Own Brand",68451,190
2018-07-27,2018,July,Prod272,"Own Brand",6560,18
2018-07-07,2018,July,Prod273,"Own Brand",20455,91
2018-07-12,2018,July,Prod274,"Own Brand",9933,23
2018-07-02,2018,July,Prod275,"Own Brand",15900,51
2018-07-17,2018,July,Prod276,"Own Brand",7298,31
2018-07-13,2018,July,Prod278,"Distribution",19962,63
2018-07-03,2018,July,Prod279,"Distribution",33785,93
2018-06-18,2018,June,Prod002,"Own Brand",7176,6
2018-06-29,2018,June,Prod005,"Own Brand",52319,38
2018-06-08,2018,June,Prod010,"Own Brand",80950,63
2018-06-11,2018,June,Prod011,"Own Brand",11147,6
2018-06-05,2018,June,Prod012,"Own Brand",29648,33
2018-06-28,2018,June,Prod016,"Own Brand",194467,225
2018-06-08,2018,June,Prod017,"Own Brand",23945,10
2018-06-21,2018,June,Prod018,"Own Brand",509071,209
2018-06-11,2018,June,Prod023,"Distribution",2208,2
2018-06-15,2018,June,Prod024,"Distribution",537795,213
2018-06-12,2018,June,Prod025,"Distribution",167714,47
2018-06-01,2018,June,Prod033,"Distribution",26880,8
2018-06-11,2018,June,Prod034,"Own Brand",324,1
2018-06-22,2018,June,Prod038,"Own Brand",310,1
2018-06-01,2018,June,Prod039,"Own Brand",1588,1
2018-06-11,2018,June,Prod040,"Own Brand",474201,394
2018-06-06,2018,June,Prod042,"Own Brand",65426,46
2018-06-06,2018,June,Prod043,"Own Brand",10638,20
2018-06-20,2018,June,Prod045,"Own Brand",75158,40
2018-06-13,2018,June,Prod046,"Own Brand",15240,12
2018-06-06,2018,June,Prod048,"Own Brand",69552,47
2018-06-13,2018,June,Prod049,"Own Brand",174866,205
2018-06-19,2018,June,Prod051,"Own Brand",48611,67
2018-06-06,2018,June,Prod052,"Own Brand",26670,25
2018-06-11,2018,June,Prod053,"Own Brand",865636,3578
2018-06-01,2018,June,Prod057,"Own Brand",247697,424
2018-06-04,2018,June,Prod060,"Own Brand",532585,1171
2018-06-25,2018,June,Prod062,"Own Brand",68336,146
2018-06-05,2018,June,Prod063,"Own Brand",306,2
2018-06-13,2018,June,Prod064,"Own Brand",185,1
2018-06-05,2018,June,Prod065,"Own Brand",646546,2530
2018-06-19,2018,June,Prod067,"Distribution",37111,160
2018-06-19,2018,June,Prod068,"Distribution",148444,320
2018-06-14,2018,June,Prod076,"Distribution",1014,2
2018-06-14,2018,June,Prod081,"Own Brand",1014,2
2018-06-19,2018,June,Prod088,"Own Brand",4296,134
2018-06-05,2018,June,Prod089,"Own Brand",28324,400
2018-06-11,2018,June,Prod090,"Own Brand",401483,8301
2018-06-19,2018,June,Prod091,"Own Brand",38842,839
2018-06-06,2018,June,Prod092,"Own Brand",38218,1767
2018-06-08,2018,June,Prod093,"Own Brand",150697,1661
2018-06-08,2018,June,Prod095,"Own Brand",45893,323
2018-06-08,2018,June,Prod096,"Own Brand",8348,513
2018-06-07,2018,June,Prod098,"Own Brand",58980,424
2018-06-08,2018,June,Prod099,"Own Brand",361948,972
2018-06-01,2018,June,Prod100,"Own Brand",205854,669
2018-06-01,2018,June,Prod101,"Own Brand",224494,728
2018-06-05,2018,June,Prod102,"Own Brand",422593,407
2018-06-01,2018,June,Prod103,"Own Brand",48596,42
2018-06-05,2018,June,Prod105,"Own Brand",285018,942
2018-06-26,2018,June,Prod106,"Own Brand",241700,231
2018-06-26,2018,June,Prod110,"Distribution",115426,77
2018-06-12,2018,June,Prod113,"Distribution",191631,607
2018-06-12,2018,June,Prod114,"Distribution",61820,222
2018-06-12,2018,June,Prod116,"Distribution",91229,313
2018-06-05,2018,June,Prod117,"Distribution",294260,1449
2018-06-05,2018,June,Prod118,"Distribution",44955,170
2018-06-07,2018,June,Prod119,"Distribution",27907,180
2018-06-07,2018,June,Prod122,"Own Brand",38178,207
2018-06-06,2018,June,Prod123,"Own Brand",319755,823
2018-06-22,2018,June,Prod126,"Own Brand",54536,261
2018-06-28,2018,June,Prod128,"Distribution",15889,25
2018-06-04,2018,June,Prod129,"Distribution",345971,1020
2018-06-01,2018,June,Prod130,"Distribution",7787,34
2018-06-19,2018,June,Prod133,"Own Brand",409369,511
2018-06-18,2018,June,Prod134,"Own Brand",50892,159
2018-06-04,2018,June,Prod135,"Own Brand",44045,232
2018-06-22,2018,June,Prod136,"Own Brand",1801,8
2018-06-28,2018,June,Prod137,"Own Brand",18033,66
2018-06-19,2018,June,Prod138,"Own Brand",1273,6
2018-06-29,2018,June,Prod139,"Own Brand",1260,13
2018-06-26,2018,June,Prod140,"Own Brand",51622,317
2018-06-01,2018,June,Prod148,"Own Brand",30509,28
2018-06-01,2018,June,Prod152,"Own Brand",3942,8
2018-06-04,2018,June,Prod159,"Distribution",196319,222
2018-06-06,2018,June,Prod160,"Distribution",26306,24
2018-06-05,2018,June,Prod161,"Distribution",90997,84
2018-06-11,2018,June,Prod162,"Distribution",191301,683
2018-06-12,2018,June,Prod166,"Own Brand",121342,314
2018-06-04,2018,June,Prod167,"Own Brand",409775,362
2018-06-22,2018,June,Prod169,"Own Brand",191259,147
2018-06-29,2018,June,Prod170,"Own Brand",83561,248
2018-06-20,2018,June,Prod172,"Own Brand",16667,100
2018-06-15,2018,June,Prod176,"Distribution",52994,60
2018-06-22,2018,June,Prod177,"Distribution",41963,83
2018-06-22,2018,June,Prod178,"Own Brand",68056,167
2018-06-04,2018,June,Prod185,"Own Brand",1606,3
2018-06-15,2018,June,Prod187,"Own Brand",64817,63
2018-06-19,2018,June,Prod193,"Own Brand",37958,61
2018-06-15,2018,June,Prod204,"Distribution",171479,170
2018-06-04,2018,June,Prod205,"Distribution",16681,11
2018-06-11,2018,June,Prod206,"Distribution",282106,244
2018-06-22,2018,June,Prod207,"Distribution",4569,6
2018-06-04,2018,June,Prod208,"Own Brand",3070,16
2018-06-08,2018,June,Prod209,"Own Brand",379361,938
2018-06-22,2018,June,Prod210,"Own Brand",407574,413
2018-06-08,2018,June,Prod212,"Own Brand",260503,265
2018-06-04,2018,June,Prod213,"Own Brand",94757,325
2018-06-29,2018,June,Prod214,"Own Brand",260042,203
2018-06-22,2018,June,Prod215,"Own Brand",206258,162
2018-06-05,2018,June,Prod216,"Own Brand",160491,337
2018-06-04,2018,June,Prod218,"Distribution",7351,40
2018-06-08,2018,June,Prod220,"Distribution",107115,137
2018-06-04,2018,June,Prod221,"Distribution",199021,509
2018-06-18,2018,June,Prod232,"Own Brand",125171,1534
2018-06-12,2018,June,Prod236,"Distribution",239239,2861
2018-06-06,2018,June,Prod238,"Own Brand",30331,508
2018-06-01,2018,June,Prod239,"Own Brand",734881,10788
2018-06-07,2018,June,Prod241,"Own Brand",67422,880
2018-06-01,2018,June,Prod242,"Own Brand",2059,27
2018-06-06,2018,June,Prod245,"Own Brand",515387,4030
2018-06-01,2018,June,Prod246,"Own Brand",162754,1326
2018-06-01,2018,June,Prod248,"Distribution",356,2
2018-06-05,2018,June,Prod249,"Distribution",30874,295
2018-06-19,2018,June,Prod250,"Distribution",33605,534
2018-06-05,2018,June,Prod251,"Distribution",69202,700
2018-06-04,2018,June,Prod252,"Distribution",469247,2303
2018-06-19,2018,June,Prod254,"Own Brand",36923,280
2018-06-19,2018,June,Prod255,"Own Brand",40873,240
2018-06-20,2018,June,Prod257,"Own Brand",13722,152
2018-06-12,2018,June,Prod258,"Own Brand",44073,323
2018-06-04,2018,June,Prod259,"Own Brand",2445,22
2018-06-11,2018,June,Prod260,"Own Brand",126085,1395
2018-06-04,2018,June,Prod261,"Own Brand",126973,277
2018-06-12,2018,June,Prod263,"Distribution",10286,75
2018-06-07,2018,June,Prod264,"Distribution",10521,76
2018-06-08,2018,June,Prod265,"Distribution",20611,60
2018-06-06,2018,June,Prod267,"Distribution",180106,233
2018-06-05,2018,June,Prod268,"Own Brand",5398,7
2018-06-08,2018,June,Prod269,"Own Brand",21225,77
2018-06-08,2018,June,Prod270,"Own Brand",15962,60
2018-06-01,2018,June,Prod271,"Own Brand",104497,259
2018-06-01,2018,June,Prod272,"Own Brand",6795,19
2018-06-08,2018,June,Prod273,"Own Brand",14733,70
2018-06-11,2018,June,Prod274,"Own Brand",5248,21
2018-06-01,2018,June,Prod275,"Own Brand",16103,52
2018-06-27,2018,June,Prod276,"Own Brand",3629,20
2018-06-28,2018,June,Prod277,"Own Brand",468,2
2018-06-28,2018,June,Prod278,"Distribution",17318,60
2018-06-08,2018,June,Prod279,"Distribution",25819,83
2018-03-02,2018,March,Prod011,"Own Brand",16717,11
2018-03-22,2018,March,Prod014,"Own Brand",6713,17
2018-03-01,2018,March,Prod018,"Own Brand",58365,25
2018-03-02,2018,March,Prod019,"Own Brand",26323,20
2018-03-19,2018,March,Prod024,"Distribution",655949,304
2018-03-27,2018,March,Prod025,"Distribution",25000,17
2018-03-01,2018,March,Prod026,"Distribution",39611,72
2018-03-05,2018,March,Prod032,"Distribution",954,2
2018-03-09,2018,March,Prod033,"Distribution",25695,7
2018-03-14,2018,March,Prod039,"Own Brand",33931,20
2018-03-12,2018,March,Prod040,"Own Brand",1695498,1057
2018-03-13,2018,March,Prod042,"Own Brand",81354,57
2018-03-28,2018,March,Prod043,"Own Brand",131609,113
2018-03-08,2018,March,Prod046,"Own Brand",18393,13
2018-03-13,2018,March,Prod048,"Own Brand",28299,21
2018-03-27,2018,March,Prod049,"Own Brand",2451037,1927
2018-03-14,2018,March,Prod052,"Own Brand",382949,221
2018-03-22,2018,March,Prod053,"Own Brand",678480,2786
2018-03-26,2018,March,Prod057,"Own Brand",222617,453
2018-03-05,2018,March,Prod060,"Own Brand",968223,2058
2018-03-01,2018,March,Prod062,"Own Brand",71462,154
2018-03-16,2018,March,Prod063,"Own Brand",79,1
2018-03-21,2018,March,Prod065,"Own Brand",727079,2830
2018-03-01,2018,March,Prod079,"Own Brand",870,3
2018-03-08,2018,March,Prod089,"Own Brand",87028,1353
2018-03-08,2018,March,Prod090,"Own Brand",485914,9683
2018-03-05,2018,March,Prod091,"Own Brand",14982,263
2018-03-08,2018,March,Prod092,"Own Brand",69074,3333
2018-03-02,2018,March,Prod093,"Own Brand",350194,3684
2018-03-15,2018,March,Prod094,"Own Brand",237,3
2018-03-14,2018,March,Prod095,"Own Brand",81213,435
2018-03-15,2018,March,Prod096,"Own Brand",60653,3667
2018-03-05,2018,March,Prod098,"Own Brand",51022,369
2018-03-02,2018,March,Prod099,"Own Brand",1157040,3470
2018-03-23,2018,March,Prod100,"Own Brand",183891,594
2018-03-14,2018,March,Prod101,"Own Brand",106638,325
2018-03-01,2018,March,Prod102,"Own Brand",473066,481
2018-03-09,2018,March,Prod103,"Own Brand",52490,45
2018-03-07,2018,March,Prod104,"Own Brand",13269,69
2018-03-06,2018,March,Prod105,"Own Brand",523634,1724
2018-03-07,2018,March,Prod106,"Own Brand",229913,216
2018-03-23,2018,March,Prod110,"Distribution",49088,35
2018-03-19,2018,March,Prod113,"Distribution",299568,925
2018-03-13,2018,March,Prod114,"Distribution",60624,309
2018-03-14,2018,March,Prod116,"Distribution",47225,173
2018-03-06,2018,March,Prod117,"Distribution",313421,1562
2018-03-06,2018,March,Prod118,"Distribution",67652,262
2018-03-13,2018,March,Prod119,"Distribution",27911,181
2018-03-07,2018,March,Prod122,"Own Brand",37118,185
2018-03-20,2018,March,Prod123,"Own Brand",231826,647
2018-03-01,2018,March,Prod126,"Own Brand",90458,383
2018-03-27,2018,March,Prod128,"Distribution",7797,18
2018-03-21,2018,March,Prod129,"Distribution",339873,915
2018-03-21,2018,March,Prod133,"Own Brand",384375,439
2018-03-02,2018,March,Prod134,"Own Brand",49367,140
2018-03-02,2018,March,Prod135,"Own Brand",24322,139
2018-03-01,2018,March,Prod136,"Own Brand",7495,39
2018-03-15,2018,March,Prod137,"Own Brand",11951,41
2018-03-07,2018,March,Prod138,"Own Brand",1329,6
2018-03-09,2018,March,Prod139,"Own Brand",654,5
2018-03-21,2018,March,Prod140,"Own Brand",19828,139
2018-03-28,2018,March,Prod148,"Own Brand",659926,391
2018-03-09,2018,March,Prod152,"Own Brand",2662,5
2018-03-09,2018,March,Prod159,"Distribution",851610,1111
2018-03-01,2018,March,Prod160,"Distribution",110861,98
2018-03-01,2018,March,Prod164,"Own Brand",455435,382
2018-03-07,2018,March,Prod166,"Own Brand",373865,349
2018-03-19,2018,March,Prod167,"Own Brand",885047,576
2018-03-12,2018,March,Prod169,"Own Brand",491981,314
2018-03-12,2018,March,Prod172,"Own Brand",7487,36
2018-03-22,2018,March,Prod173,"Distribution",12963,67
2018-03-22,2018,March,Prod174,"Distribution",231,1
2018-03-02,2018,March,Prod176,"Distribution",17666,20
2018-03-16,2018,March,Prod177,"Distribution",694,1
2018-03-02,2018,March,Prod180,"Own Brand",2629,3
2018-03-22,2018,March,Prod183,"Own Brand",20949,83
2018-03-02,2018,March,Prod185,"Own Brand",2717,5
2018-03-13,2018,March,Prod186,"Own Brand",10278,20
2018-03-07,2018,March,Prod187,"Own Brand",219968,127
2018-03-13,2018,March,Prod191,"Distribution",15398,84
2018-03-29,2018,March,Prod193,"Own Brand",17704,27
2018-03-16,2018,March,Prod195,"Own Brand",14004,48
2018-03-06,2018,March,Prod199,"Own Brand",15482,56
2018-03-22,2018,March,Prod200,"Own Brand",12120,62
2018-03-14,2018,March,Prod204,"Distribution",41587,39
2018-03-23,2018,March,Prod205,"Distribution",2777,4
2018-03-23,2018,March,Prod206,"Distribution",100825,87
2018-03-12,2018,March,Prod207,"Distribution",4578,6
2018-03-19,2018,March,Prod208,"Own Brand",194,2
2018-03-09,2018,March,Prod209,"Own Brand",188267,462
2018-03-23,2018,March,Prod210,"Own Brand",169886,175
2018-03-09,2018,March,Prod212,"Own Brand",181672,193
2018-03-05,2018,March,Prod213,"Own Brand",50678,182
2018-03-02,2018,March,Prod214,"Own Brand",134480,109
2018-03-07,2018,March,Prod215,"Own Brand",109175,88
2018-03-06,2018,March,Prod216,"Own Brand",110334,236
2018-03-12,2018,March,Prod218,"Distribution",1101,5
2018-03-27,2018,March,Prod219,"Distribution",519,3
2018-03-19,2018,March,Prod220,"Distribution",109161,143
2018-03-19,2018,March,Prod221,"Distribution",79476,204
2018-03-06,2018,March,Prod232,"Own Brand",104354,1315
2018-03-19,2018,March,Prod236,"Distribution",101009,1242
2018-03-16,2018,March,Prod238,"Own Brand",66151,1403
2018-03-21,2018,March,Prod239,"Own Brand",555197,8466
2018-03-02,2018,March,Prod241,"Own Brand",48081,641
2018-03-02,2018,March,Prod242,"Own Brand",7950,103
2018-03-05,2018,March,Prod245,"Own Brand",240947,1500
2018-03-09,2018,March,Prod246,"Own Brand",110072,856
2018-03-02,2018,March,Prod249,"Distribution",21655,186
2018-03-16,2018,March,Prod250,"Distribution",26313,415
2018-03-07,2018,March,Prod251,"Distribution",40767,479
2018-03-02,2018,March,Prod252,"Distribution",354974,1800
2018-03-08,2018,March,Prod254,"Own Brand",50677,467
2018-03-07,2018,March,Prod255,"Own Brand",39355,215
2018-03-20,2018,March,Prod258,"Own Brand",17162,160
2018-03-30,2018,March,Prod260,"Own Brand",91001,1163
2018-03-26,2018,March,Prod261,"Own Brand",108858,331
2018-03-13,2018,March,Prod263,"Distribution",19862,131
2018-03-21,2018,March,Prod264,"Distribution",12522,90
2018-03-09,2018,March,Prod265,"Distribution",16655,52
2018-03-08,2018,March,Prod267,"Distribution",85534,135
2018-03-01,2018,March,Prod268,"Own Brand",20250,39
2018-03-13,2018,March,Prod269,"Own Brand",18658,64
2018-03-14,2018,March,Prod270,"Own Brand",12710,56
2018-03-08,2018,March,Prod271,"Own Brand",78141,214
2018-03-01,2018,March,Prod272,"Own Brand",21899,60
2018-03-26,2018,March,Prod273,"Own Brand",5097,31
2018-03-29,2018,March,Prod274,"Own Brand",6832,17
2018-03-08,2018,March,Prod275,"Own Brand",14014,48
2018-03-02,2018,March,Prod276,"Own Brand",5898,20
2018-03-09,2018,March,Prod278,"Distribution",24329,74
2018-03-09,2018,March,Prod279,"Distribution",22472,73
2018-05-04,2018,May,Prod010,"Own Brand",56225,45
2018-05-07,2018,May,Prod011,"Own Brand",29309,29
2018-05-24,2018,May,Prod013,"Own Brand",1968,6
