year,month,product_code,product_type,revenue
2018,August,Prod119,"Distribution",-1618.5
2018,August,Prod134,"Own Brand",-1781
2018,August,Prod174,"Distribution",-2068
2018,August,Prod016,"Own Brand",-2413.6
2018,August,Prod265,"Distribution",-2422
2018,August,Prod157,"Own Brand",-3768.2
2018,August,Prod098,"Own Brand",-4065.6
2018,August,Prod212,"Own Brand",-4967.8
2018,August,Prod128,"Distribution",-5031.1
2018,August,Prod238,"Own Brand",-5108.5
2018,August,Prod260,"Own Brand",-5910.5
2018,August,Prod110,"Distribution",-5983
2018,August,Prod258,"Own Brand",-7192.7
2018,August,Prod261,"Own Brand",-7538.8
2018,August,Prod236,"Distribution",-7792.4
2018,August,Prod166,"Own Brand",-8586.7
2018,August,Prod065,"Own Brand",-9152.2
2018,August,Prod062,"Own Brand",-9434.8
2018,August,Prod033,"Distribution",-9573.4
2018,August,Prod113,"Distribution",-11332.2
2018,August,Prod267,"Distribution",-13675.5
2018,August,Prod053,"Own Brand",-13699.5
2018,August,Prod129,"Distribution",-15345.3
2018,August,Prod210,"Own Brand",-16375.9
2018,August,Prod232,"Own Brand",-17783.7
2018,August,Prod160,"Distribution",-19570.3
2018,August,Prod049,"Own Brand",-27041.8
2018,August,Prod206,"Distribution",-40654.3
2018,August,Prod167,"Own Brand",-120624.4
2018,December,Prod040,"Own Brand",48156.3
2018,December,Prod160,"Distribution",47781.5
2018,December,Prod052,"Own Brand",47191.5
2018,December,Prod113,"Distribution",36637.9
2018,December,Prod214,"Own Brand",33288.7
2018,December,Prod206,"Distribution",31999.6
2018,December,Prod060,"Own Brand",30080.1
2018,December,Prod051,"Own Brand",29752.7
2018,December,Prod018,"Own Brand",27574
2018,December,Prod106,"Own Brand",26033.5
2018,December,Prod065,"Own Brand",22364.2
2018,December,Prod110,"Distribution",19673.7
2018,December,Prod126,"Own Brand",16091.5
2018,December,Prod209,"Own Brand",15850.4
2018,December,Prod239,"Own Brand",14757
2018,December,Prod210,"Own Brand",14241.2
2018,December,Prod221,"Distribution",13308.8
2018,December,Prod254,"Own Brand",13050.6
2018,December,Prod134,"Own Brand",12565.2
2018,December,Prod213,"Own Brand",12437.2
2018,December,Prod159,"Distribution",11700.5
2018,December,Prod116,"Distribution",10925
2018,December,Prod057,"Own Brand",10267.2
2018,December,Prod025,"Distribution",9417.4
2018,December,Prod246,"Own Brand",8315.9
2018,December,Prod232,"Own Brand",7979.7
2018,December,Prod119,"Distribution",6995.1
2018,December,Prod098,"Own Brand",6841.1
2018,December,Prod123,"Own Brand",6681.5
2018,December,Prod090,"Own Brand",6302.6
2018,December,Prod271,"Own Brand",5601.7
2018,December,Prod176,"Distribution",4946.5
2018,December,Prod131,"Distribution",4851.9
2018,December,Prod117,"Distribution",4587.1
2018,December,Prod150,"Own Brand",4553.8
2018,December,Prod129,"Distribution",4236.8
2018,December,Prod114,"Distribution",3808.3
2018,December,Prod245,"Own Brand",3313.6
2018,December,Prod056,"Own Brand",2984.3
2018,December,Prod133,"Own Brand",2486.9
2018,December,Prod260,"Own Brand",2234.8
2018,December,Prod158,"Distribution",2188.3
2018,December,Prod045,"Own Brand",2067.1
2018,December,Prod218,"Distribution",2041.7
2018,December,Prod128,"Distribution",1937.6
2018,December,Prod241,"Own Brand",1836.6
2018,December,Prod122,"Own Brand",1635.1
2018,December,Prod249,"Distribution",1415.5
2018,December,Prod275,"Own Brand",1303.6
2018,December,Prod250,"Distribution",1170.2
2018,December,Prod093,"Own Brand",936.5
2018,December,Prod152,"Own Brand",877
2018,December,Prod042,"Own Brand",868.4
2018,December,Prod278,"Distribution",812.9
2018,December,Prod062,"Own Brand",781.1
2018,December,Prod255,"Own Brand",635.8
2018,December,Prod276,"Own Brand",539.2
2018,December,Prod139,"Own Brand",505.7
2018,December,Prod269,"Own Brand",427.9
2018,December,Prod263,"Distribution",383.9
2018,December,Prod273,"Own Brand",361.6
2018,December,Prod274,"Own Brand",354.6
2018,December,Prod272,"Own Brand",333.5
2018,December,Prod265,"Distribution",319.6
2018,December,Prod048,"Own Brand",215.9
2018,December,Prod088,"Own Brand",193.3
2018,December,Prod135,"Own Brand",180.9
2018,December,Prod161,"Distribution",171.4
2018,December,Prod091,"Own Brand",127.7
2018,December,Prod118,"Distribution",112.4
2018,December,Prod148,"Own Brand",103.4
2018,December,Prod208,"Own Brand",95.4
2018,December,Prod005,"Own Brand",89.5
2018,December,Prod235,"Distribution",66.6
2018,December,Prod104,"Own Brand",30.7
2018,December,Prod089,"Own Brand",28.9
2018,December,Prod120,"Distribution",19.4
2018,December,Prod096,"Own Brand",0
2018,December,Prod257,"Own Brand",0
2018,December,Prod162,"Distribution",-7.5
2018,December,Prod170,"Own Brand",-13.3
2018,December,Prod205,"Distribution",-23.2
2018,December,Prod011,"Own Brand",-66.8
2018,December,Prod264,"Distribution",-113.2
2018,December,Prod149,"Own Brand",-126.3
2018,December,Prod046,"Own Brand",-133.6
2018,December,Prod092,"Own Brand",-460.8
2018,December,Prod140,"Own Brand",-519.5
2018,December,Prod270,"Own Brand",-567.1
2018,December,Prod242,"Own Brand",-785.8
2018,December,Prod279,"Distribution",-932.4
2018,December,Prod231,"Own Brand",-1227.3
2018,December,Prod137,"Own Brand",-1329.6
2018,December,Prod100,"Own Brand",-1393.8
2018,December,Prod268,"Own Brand",-1520
2018,December,Prod207,"Distribution",-1541
2018,December,Prod252,"Distribution",-2026.8
2018,December,Prod166,"Own Brand",-2119.6
2018,December,Prod103,"Own Brand",-2183.5
2018,December,Prod053,"Own Brand",-2316.8
2018,December,Prod167,"Own Brand",-2521
2018,December,Prod238,"Own Brand",-2729.8
2018,December,Prod085,"Own Brand",-2916.6
2018,December,Prod251,"Distribution",-5722.2
2018,December,Prod267,"Distribution",-6419.9
2018,December,Prod024,"Distribution",-7093.3
2018,December,Prod204,"Distribution",-7152.1
2018,December,Prod216,"Own Brand",-8297.4
2018,December,Prod258,"Own Brand",-8344.4
2018,December,Prod199,"Own Brand",-10436
2018,December,Prod049,"Own Brand",-10572.4
2018,December,Prod043,"Own Brand",-11588.5
2018,December,Prod236,"Distribution",-14289.4
2018,December,Prod261,"Own Brand",-15589
2018,December,Prod102,"Own Brand",-17352.5
2018,December,Prod220,"Distribution",-19230
2018,December,Prod212,"Own Brand",-22804.3
2018,December,Prod215,"Own Brand",-52661.7
2018,December,Prod044,"Own Brand",-142052.8
2018,February,Prod049,"Own Brand",133457.3
2018,February,Prod166,"Own Brand",97888.5
2018,February,Prod099,"Own Brand",81228.8
2018,February,Prod090,"Own Brand",78671.2
2018,February,Prod040,"Own Brand",54347.3
2018,February,Prod045,"Own Brand",48796.5
2018,February,Prod102,"Own Brand",48717.2
2018,February,Prod232,"Own Brand",32448.5
2018,February,Prod053,"Own Brand",27891.4
2018,February,Prod057,"Own Brand",26651.5
2018,February,Prod214,"Own Brand",20818.9
2018,February,Prod043,"Own Brand",20113.4
2018,February,Prod065,"Own Brand",19558.9
2018,February,Prod060,"Own Brand",19484.4
2018,February,Prod106,"Own Brand",17915.9
2018,February,Prod252,"Distribution",15453.4
2018,February,Prod117,"Distribution",15188
2018,February,Prod123,"Own Brand",13371.7
2018,February,Prod101,"Own Brand",12516.1
2018,February,Prod017,"Own Brand",12020.4
2018,February,Prod254,"Own Brand",10702.8
2018,February,Prod246,"Own Brand",9749.1
2018,February,Prod024,"Distribution",8639.6
2018,February,Prod261,"Own Brand",8480.2
2018,February,Prod206,"Distribution",7137.6
2018,February,Prod239,"Own Brand",6799.2
2018,February,Prod187,"Own Brand",6428.5
2018,February,Prod267,"Distribution",6413.7
2018,February,Prod250,"Distribution",6230.9
2018,February,Prod215,"Own Brand",5581.9
2018,February,Prod271,"Own Brand",4281
2018,February,Prod091,"Own Brand",4248.4
2018,February,Prod257,"Own Brand",3440.1
2018,February,Prod098,"Own Brand",2693.3
2018,February,Prod052,"Own Brand",2525.4
2018,February,Prod129,"Distribution",2508.2
2018,February,Prod253,"Own Brand",1916
2018,February,Prod249,"Distribution",1853.1
2018,February,Prod114,"Distribution",1803.6
2018,February,Prod033,"Distribution",1779.7
2018,February,Prod176,"Distribution",1325
2018,February,Prod075,"Distribution",1283.9
2018,February,Prod042,"Own Brand",1004.7
2018,February,Prod140,"Own Brand",1002.4
2018,February,Prod255,"Own Brand",883.1
2018,February,Prod185,"Own Brand",840.3
2018,February,Prod019,"Own Brand",827.3
2018,February,Prod021,"Own Brand",824.4
2018,February,Prod186,"Own Brand",800
2018,February,Prod218,"Distribution",711.4
2018,February,Prod220,"Distribution",685.6
2018,February,Prod020,"Own Brand",664.4
2018,February,Prod274,"Own Brand",631.1
2018,February,Prod088,"Own Brand",514.8
2018,February,Prod094,"Own Brand",486.9
2018,February,Prod272,"Own Brand",474.3
2018,February,Prod270,"Own Brand",454.6
2018,February,Prod269,"Own Brand",422.7
2018,February,Prod100,"Own Brand",397.2
2018,February,Prod264,"Distribution",383.8
2018,February,Prod011,"Own Brand",264
2018,February,Prod275,"Own Brand",227.5
2018,February,Prod038,"Own Brand",185
2018,February,Prod208,"Own Brand",164.2
2018,February,Prod119,"Distribution",160.2
2018,February,Prod006,"Own Brand",140
2018,February,Prod156,"Own Brand",112.8
2018,February,Prod089,"Own Brand",111
2018,February,Prod134,"Own Brand",100.2
2018,February,Prod196,"Own Brand",69.2
2018,February,Prod039,"Own Brand",59
2018,February,Prod259,"Own Brand",49.2
2018,February,Prod016,"Own Brand",46.6
2018,February,Prod184,"Own Brand",34
2018,February,Prod278,"Distribution",29.8
2018,February,Prod136,"Own Brand",24
2018,February,Prod139,"Own Brand",6.4
2018,February,Prod164,"Own Brand",-2.1
2018,February,Prod219,"Distribution",-4.3
2018,February,Prod174,"Distribution",-9.3
2018,February,Prod192,"Distribution",-16.7
2018,February,Prod104,"Own Brand",-26
2018,February,Prod172,"Own Brand",-36.9
2018,February,Prod063,"Own Brand",-38.9
2018,February,Prod137,"Own Brand",-78.2
2018,February,Prod126,"Own Brand",-111.1
2018,February,Prod265,"Distribution",-130.2
2018,February,Prod095,"Own Brand",-158.4
2018,February,Prod152,"Own Brand",-222.5
2018,February,Prod279,"Distribution",-231.3
2018,February,Prod258,"Own Brand",-236
2018,February,Prod273,"Own Brand",-257.9
2018,February,Prod205,"Distribution",-278.7
2018,February,Prod179,"Own Brand",-386.6
2018,February,Prod241,"Own Brand",-441.4
2018,February,Prod263,"Distribution",-459.6
2018,February,Prod276,"Own Brand",-463.7
2018,February,Prod093,"Own Brand",-470.6
2018,February,Prod004,"Own Brand",-569.6
2018,February,Prod079,"Own Brand",-572.8
2018,February,Prod268,"Own Brand",-648.3
2018,February,Prod180,"Own Brand",-691.1
2018,February,Prod092,"Own Brand",-699.4
2018,February,Prod242,"Own Brand",-881.7
2018,February,Prod128,"Distribution",-1531.7
2018,February,Prod158,"Distribution",-1888
2018,February,Prod116,"Distribution",-2472.4
2018,February,Prod103,"Own Brand",-2626.4
2018,February,Prod046,"Own Brand",-2723.5
2018,February,Prod026,"Distribution",-2931.8
2018,February,Prod110,"Distribution",-2964.8
2018,February,Prod118,"Distribution",-3006.7
2018,February,Prod204,"Distribution",-3013.2
2018,February,Prod209,"Own Brand",-3097.9
2018,February,Prod062,"Own Brand",-3578.7
2018,February,Prod221,"Distribution",-4394.6
2018,February,Prod018,"Own Brand",-4562.3
2018,February,Prod122,"Own Brand",-5450.6
2018,February,Prod197,"Own Brand",-5907.3
2018,February,Prod238,"Own Brand",-6103.9
2018,February,Prod251,"Distribution",-7277.1
2018,February,Prod080,"Own Brand",-8288.4
2018,February,Prod203,"Distribution",-8555.5
2018,February,Prod260,"Own Brand",-9289.3
2018,February,Prod030,"Distribution",-9394.7
2018,February,Prod199,"Own Brand",-11533.8
2018,February,Prod216,"Own Brand",-13737.1
2018,February,Prod213,"Own Brand",-14177.2
2018,February,Prod135,"Own Brand",-15271.5
2018,February,Prod210,"Own Brand",-16450.5
2018,February,Prod133,"Own Brand",-18952.4
2018,February,Prod159,"Distribution",-19813.5
2018,February,Prod105,"Own Brand",-20155.5
2018,February,Prod113,"Distribution",-22294.6
2018,February,Prod048,"Own Brand",-27985.7
2018,February,Prod236,"Distribution",-29588.2
2018,February,Prod212,"Own Brand",-31433.5
2018,February,Prod160,"Distribution",-32935.5
2018,February,Prod013,"Own Brand",-33246.2
2018,February,Prod167,"Own Brand",-42776.4
2018,February,Prod245,"Own Brand",-59272
2018,January,Prod046,"Own Brand",192599.6
2018,January,Prod040,"Own Brand",126282.1
2018,January,Prod160,"Distribution",50454.3
2018,January,Prod239,"Own Brand",45652.2
2018,January,Prod049,"Own Brand",40902.6
2018,January,Prod057,"Own Brand",40227.1
2018,January,Prod043,"Own Brand",32159.6
2018,January,Prod024,"Distribution",28698.6
2018,January,Prod215,"Own Brand",28530.9
2018,January,Prod236,"Distribution",27801.3
2018,January,Prod053,"Own Brand",26504
2018,January,Prod090,"Own Brand",25819.5
2018,January,Prod166,"Own Brand",23420.7
2018,January,Prod117,"Distribution",21774.9
2018,January,Prod133,"Own Brand",20507.2
2018,January,Prod102,"Own Brand",20063.2
2018,January,Prod042,"Own Brand",19289.4
2018,January,Prod209,"Own Brand",18397.7
2018,January,Prod101,"Own Brand",14472.7
2018,January,Prod110,"Distribution",13491
2018,January,Prod245,"Own Brand",13321.1
2018,January,Prod105,"Own Brand",12960.2
2018,January,Prod017,"Own Brand",12740.6
2018,January,Prod045,"Own Brand",11611.9
2018,January,Prod123,"Own Brand",11437.1
2018,January,Prod221,"Distribution",7892.8
2018,January,Prod220,"Distribution",7391.4
2018,January,Prod176,"Distribution",5123.1
2018,January,Prod250,"Distribution",5082
2018,January,Prod253,"Own Brand",4928.4
2018,January,Prod249,"Distribution",3419.7
2018,January,Prod119,"Distribution",3319.4
2018,January,Prod013,"Own Brand",3317.8
2018,January,Prod134,"Own Brand",3125.7
2018,January,Prod118,"Distribution",2895.9
2018,January,Prod265,"Distribution",2074.2
2018,January,Prod033,"Distribution",2023.1
2018,January,Prod114,"Distribution",2006
2018,January,Prod135,"Own Brand",1864.3
2018,January,Prod052,"Own Brand",1775.6
2018,January,Prod196,"Own Brand",1509.9
2018,January,Prod019,"Own Brand",1454.7
2018,January,Prod258,"Own Brand",1443.3
2018,January,Prod255,"Own Brand",1439.5
2018,January,Prod092,"Own Brand",1362
2018,January,Prod275,"Own Brand",1288.9
2018,January,Prod063,"Own Brand",1278
2018,January,Prod270,"Own Brand",1029
2018,January,Prod238,"Own Brand",725.7
2018,January,Prod205,"Distribution",657.2
2018,January,Prod178,"Own Brand",514.8
2018,January,Prod273,"Own Brand",491.3
2018,January,Prod268,"Own Brand",468.6
2018,January,Prod272,"Own Brand",466.7
2018,January,Prod185,"Own Brand",457.7
2018,January,Prod208,"Own Brand",448.9
2018,January,Prod191,"Distribution",430.4
2018,January,Prod276,"Own Brand",195
2018,January,Prod218,"Distribution",187.1
2018,January,Prod261,"Own Brand",179.9
2018,January,Prod177,"Distribution",139.4
2018,January,Prod192,"Distribution",134.2
2018,January,Prod089,"Own Brand",116.9
2018,January,Prod207,"Distribution",111.6
2018,January,Prod139,"Own Brand",91.7
2018,January,Prod016,"Own Brand",58.8
2018,January,Prod172,"Own Brand",47.5
2018,January,Prod174,"Distribution",40.6
2018,January,Prod156,"Own Brand",35.9
2018,January,Prod136,"Own Brand",7.8
2018,January,Prod274,"Own Brand",1.7
2018,January,Prod263,"Distribution",-3.9
2018,January,Prod104,"Own Brand",-46.2
2018,January,Prod157,"Own Brand",-50.7
2018,January,Prod079,"Own Brand",-59.8
2018,January,Prod094,"Own Brand",-65.8
2018,January,Prod108,"Own Brand",-76.8
2018,January,Prod021,"Own Brand",-88
2018,January,Prod271,"Own Brand",-94.3
2018,January,Prod109,"Own Brand",-98.8
2018,January,Prod248,"Distribution",-112.5
2018,January,Prod219,"Distribution",-116.1
2018,January,Prod039,"Own Brand",-135.8
2018,January,Prod032,"Distribution",-152.6
2018,January,Prod188,"Distribution",-197.7
2018,January,Prod074,"Distribution",-208.8
2018,January,Prod004,"Own Brand",-234.8
2018,January,Prod267,"Distribution",-241.7
2018,January,Prod204,"Distribution",-244.5
2018,January,Prod269,"Own Brand",-295.1
2018,January,Prod088,"Own Brand",-326.3
2018,January,Prod264,"Distribution",-375.3
2018,January,Prod278,"Distribution",-411.5
2018,January,Prod137,"Own Brand",-681.7
2018,January,Prod140,"Own Brand",-735.9
2018,January,Prod279,"Distribution",-959.2
2018,January,Prod103,"Own Brand",-1013.7
2018,January,Prod152,"Own Brand",-1106.5
2018,January,Prod246,"Own Brand",-1330.4
2018,January,Prod180,"Own Brand",-1350.7
2018,January,Prod095,"Own Brand",-1396
2018,January,Prod128,"Distribution",-1403.6
2018,January,Prod091,"Own Brand",-1415.7
2018,January,Prod116,"Distribution",-1493
2018,January,Prod242,"Own Brand",-1594.3
2018,January,Prod251,"Distribution",-1624.5
2018,January,Prod122,"Own Brand",-2364.8
2018,January,Prod241,"Own Brand",-2629.2
2018,January,Prod260,"Own Brand",-2917.4
2018,January,Prod098,"Own Brand",-3633.8
2018,January,Prod093,"Own Brand",-4554.8
2018,January,Prod113,"Distribution",-5749.3
2018,January,Prod187,"Own Brand",-6233.8
2018,January,Prod026,"Distribution",-6655.3
2018,January,Prod100,"Own Brand",-6718.4
2018,January,Prod212,"Own Brand",-6791.8
2018,January,Prod199,"Own Brand",-7431.4
2018,January,Prod062,"Own Brand",-7761
2018,January,Prod126,"Own Brand",-7980.5
2018,January,Prod106,"Own Brand",-8427.2
2018,January,Prod252,"Distribution",-8923.8
2018,January,Prod213,"Own Brand",-13529.2
2018,January,Prod206,"Distribution",-13995.5
2018,January,Prod060,"Own Brand",-15553.5
2018,January,Prod210,"Own Brand",-17727.1
2018,January,Prod232,"Own Brand",-18028.2
2018,January,Prod216,"Own Brand",-18281.2
2018,January,Prod018,"Own Brand",-18463.9
2018,January,Prod129,"Distribution",-19059.7
2018,January,Prod065,"Own Brand",-21284.3
2018,January,Prod214,"Own Brand",-23739.4
2018,January,Prod254,"Own Brand",-26889.8
2018,January,Prod048,"Own Brand",-69424.6
2018,January,Prod159,"Distribution",-109625.4
2018,January,Prod099,"Own Brand",-147024.3
2018,July,Prod090,"Own Brand",150887.1
2018,July,Prod162,"Distribution",64314.3
2018,July,Prod209,"Own Brand",52817
2018,July,Prod214,"Own Brand",42889
2018,July,Prod212,"Own Brand",41037.6
2018,July,Prod053,"Own Brand",38429.2
2018,July,Prod040,"Own Brand",31557.5
2018,July,Prod239,"Own Brand",30160.4
2018,July,Prod210,"Own Brand",29516.2
2018,July,Prod106,"Own Brand",23377.8
2018,July,Prod060,"Own Brand",22145.4
2018,July,Prod045,"Own Brand",21796.7
2018,July,Prod057,"Own Brand",20810.4
2018,July,Prod260,"Own Brand",20202.5
2018,July,Prod220,"Distribution",20106.2
2018,July,Prod133,"Own Brand",17110.8
2018,July,Prod172,"Own Brand",16752.8
2018,July,Prod267,"Distribution",16631.7
2018,July,Prod170,"Own Brand",12831.2
2018,July,Prod024,"Distribution",12271.1
2018,July,Prod137,"Own Brand",11898.3
2018,July,Prod186,"Own Brand",11553.9
2018,July,Prod126,"Own Brand",11196.2
2018,July,Prod065,"Own Brand",11122.3
2018,July,Prod067,"Distribution",10020
2018,July,Prod113,"Distribution",9907.3
2018,July,Prod117,"Distribution",9742.8
2018,July,Prod129,"Distribution",9430.4
2018,July,Prod062,"Own Brand",9398.2
2018,July,Prod246,"Own Brand",9019
2018,July,Prod261,"Own Brand",8658.4
2018,July,Prod216,"Own Brand",8560.1
2018,July,Prod221,"Distribution",8530.7
2018,July,Prod049,"Own Brand",7555.9
2018,July,Prod043,"Own Brand",6793.5
2018,July,Prod116,"Distribution",6479.8
2018,July,Prod091,"Own Brand",5877.3
2018,July,Prod093,"Own Brand",5785.2
2018,July,Prod252,"Distribution",5434
2018,July,Prod236,"Distribution",5188.7
2018,July,Prod241,"Own Brand",4938.2
2018,July,Prod202,"Own Brand",4127.8
2018,July,Prod176,"Distribution",3886.5
2018,July,Prod099,"Own Brand",3693.2
2018,July,Prod251,"Distribution",3490
2018,July,Prod238,"Own Brand",3350.9
2018,July,Prod167,"Own Brand",3302.3
2018,July,Prod103,"Own Brand",3281.1
2018,July,Prod135,"Own Brand",2630
2018,July,Prod119,"Distribution",2214.8
2018,July,Prod098,"Own Brand",2179.8
2018,July,Prod249,"Distribution",2002.5
2018,July,Prod245,"Own Brand",1880.7
2018,July,Prod033,"Distribution",1859.1
2018,July,Prod279,"Distribution",1851.2
2018,July,Prod078,"Own Brand",1699.5
2018,July,Prod011,"Own Brand",1592.5
2018,July,Prod128,"Distribution",1459.8
2018,July,Prod265,"Distribution",1439.6
2018,July,Prod270,"Own Brand",1382.3
2018,July,Prod156,"Own Brand",1258.5
2018,July,Prod114,"Distribution",1002.4
2018,July,Prod268,"Own Brand",879.8
2018,July,Prod271,"Own Brand",865.2
2018,July,Prod152,"Own Brand",778.4
2018,July,Prod101,"Own Brand",733.1
2018,July,Prod118,"Distribution",565
2018,July,Prod275,"Own Brand",523.1
2018,July,Prod258,"Own Brand",510.7
2018,July,Prod148,"Own Brand",485.7
2018,July,Prod185,"Own Brand",338.4
2018,July,Prod218,"Distribution",260.9
2018,July,Prod257,"Own Brand",260
2018,July,Prod264,"Distribution",241.5
2018,July,Prod193,"Own Brand",221.3
2018,July,Prod010,"Own Brand",200.6
2018,July,Prod100,"Own Brand",164.8
2018,July,Prod157,"Own Brand",98.3
2018,July,Prod039,"Own Brand",63.7
2018,July,Prod063,"Own Brand",42.7
2018,July,Prod079,"Own Brand",38
2018,July,Prod184,"Own Brand",21.3
2018,July,Prod096,"Own Brand",13.2
2018,July,Prod213,"Own Brand",8.4
2018,July,Prod048,"Own Brand",-5.1
2018,July,Prod092,"Own Brand",-11.9
2018,July,Prod219,"Distribution",-13.3
2018,July,Prod139,"Own Brand",-16.8
2018,July,Prod161,"Distribution",-36.7
2018,July,Prod242,"Own Brand",-39.8
2018,July,Prod207,"Distribution",-43.1
2018,July,Prod198,"Own Brand",-58.4
2018,July,Prod052,"Own Brand",-76.2
2018,July,Prod095,"Own Brand",-77.3
2018,July,Prod046,"Own Brand",-78.5
2018,July,Prod205,"Distribution",-96.7
2018,July,Prod038,"Own Brand",-114.9
2018,July,Prod269,"Own Brand",-130.1
2018,July,Prod276,"Own Brand",-136.2
2018,July,Prod263,"Distribution",-163.2
2018,July,Prod274,"Own Brand",-293.8
2018,July,Prod138,"Own Brand",-343.3
2018,July,Prod208,"Own Brand",-379.1
2018,July,Prod042,"Own Brand",-390.9
2018,July,Prod273,"Own Brand",-575.5
2018,July,Prod278,"Distribution",-637
2018,July,Prod110,"Distribution",-653.2
2018,July,Prod123,"Own Brand",-673.7
2018,July,Prod272,"Own Brand",-873.5
2018,July,Prod005,"Own Brand",-896.4
2018,July,Prod025,"Distribution",-904.3
2018,July,Prod250,"Distribution",-1013.4
2018,July,Prod254,"Own Brand",-1343.1
2018,July,Prod088,"Own Brand",-1546.6
2018,July,Prod105,"Own Brand",-1565.3
2018,July,Prod136,"Own Brand",-1751.2
2018,July,Prod255,"Own Brand",-1869.5
2018,July,Prod134,"Own Brand",-1923
2018,July,Prod253,"Own Brand",-2121.3
2018,July,Prod122,"Own Brand",-2325.2
2018,July,Prod160,"Distribution",-2630.4
2018,July,Prod187,"Own Brand",-2893.8
2018,July,Prod232,"Own Brand",-3164.8
2018,July,Prod159,"Distribution",-3823
2018,July,Prod140,"Own Brand",-4096
2018,July,Prod018,"Own Brand",-4403.6
2018,July,Prod068,"Distribution",-4453.3
2018,July,Prod166,"Own Brand",-7299.2
2018,July,Prod051,"Own Brand",-8991.4
2018,July,Prod102,"Own Brand",-9236.4
2018,July,Prod204,"Distribution",-9425.5
2018,July,Prod206,"Distribution",-10601.7
2018,July,Prod158,"Distribution",-18542.6
2018,July,Prod089,"Own Brand",-20622.3
2018,July,Prod215,"Own Brand",-77702.9
2018,July,Prod016,"Own Brand",-117629.6
2018,June,Prod209,"Own Brand",63830.4
2018,June,Prod090,"Own Brand",59609.2
2018,June,Prod053,"Own Brand",57813.8
2018,June,Prod060,"Own Brand",42394.7
2018,June,Prod267,"Distribution",35612.2
2018,June,Prod215,"Own Brand",28785.2
2018,June,Prod025,"Distribution",26602.6
2018,June,Prod129,"Distribution",25676.7
2018,June,Prod057,"Own Brand",23503.9
2018,June,Prod221,"Distribution",20037.2
2018,June,Prod252,"Distribution",19369.9
2018,June,Prod018,"Own Brand",18709.2
2018,June,Prod113,"Distribution",18263.3
2018,June,Prod232,"Own Brand",13553.3
2018,June,Prod210,"Own Brand",13319.9
2018,June,Prod010,"Own Brand",10606.1
2018,June,Prod093,"Own Brand",10470.1
2018,June,Prod167,"Own Brand",10425.8
2018,June,Prod126,"Own Brand",9978.2
2018,June,Prod140,"Own Brand",9733.8
2018,June,Prod170,"Own Brand",9437.6
2018,June,Prod250,"Distribution",8887.9
2018,June,Prod051,"Own Brand",8750
2018,June,Prod161,"Distribution",8705.3
2018,June,Prod012,"Own Brand",7412
2018,June,Prod005,"Own Brand",7324.7
2018,June,Prod048,"Own Brand",7182.9
2018,June,Prod162,"Distribution",7055
2018,June,Prod100,"Own Brand",7035.8
2018,June,Prod116,"Distribution",6172.9
2018,June,Prod092,"Own Brand",5843.1
2018,June,Prod160,"Distribution",5787.3
2018,June,Prod214,"Own Brand",5721.3
2018,June,Prod177,"Distribution",5455.2
2018,June,Prod095,"Own Brand",5027
2018,June,Prod135,"Own Brand",4585.7
2018,June,Prod052,"Own Brand",4570.7
2018,June,Prod254,"Own Brand",3963.1
2018,June,Prod255,"Own Brand",3665.9
2018,June,Prod261,"Own Brand",3621.4
2018,June,Prod213,"Own Brand",3544.8
2018,June,Prod279,"Distribution",3387.5
2018,June,Prod246,"Own Brand",3323.9
2018,June,Prod091,"Own Brand",3209.5
2018,June,Prod257,"Own Brand",3177.8
2018,June,Prod117,"Distribution",2989.8
2018,June,Prod236,"Distribution",2896.6
2018,June,Prod106,"Own Brand",2252.9
2018,June,Prod134,"Own Brand",2001.2
2018,June,Prod265,"Distribution",1925.7
2018,June,Prod271,"Own Brand",1902
2018,June,Prod122,"Own Brand",1640.4
2018,June,Prod205,"Distribution",1563.9
2018,June,Prod238,"Own Brand",1457.7
2018,June,Prod033,"Distribution",1290.8
2018,June,Prod187,"Own Brand",1037.2
2018,June,Prod273,"Own Brand",1026.6
2018,June,Prod272,"Own Brand",987.6
2018,June,Prod105,"Own Brand",974.1
2018,June,Prod159,"Distribution",923.3
2018,June,Prod152,"Own Brand",907.2
2018,June,Prod011,"Own Brand",756.5
2018,June,Prod103,"Own Brand",670.3
2018,June,Prod251,"Distribution",598
2018,June,Prod275,"Own Brand",597.7
2018,June,Prod208,"Own Brand",583
2018,June,Prod260,"Own Brand",580.7
2018,June,Prod263,"Distribution",545.8
2018,June,Prod023,"Distribution",529.9
2018,June,Prod039,"Own Brand",460.5
2018,June,Prod098,"Own Brand",335.6
2018,June,Prod046,"Own Brand",281
2018,June,Prod278,"Distribution",260.1
2018,June,Prod185,"Own Brand",247.8
2018,June,Prod276,"Own Brand",187.5
2018,June,Prod096,"Own Brand",186.9
2018,June,Prod259,"Own Brand",141
2018,June,Prod138,"Own Brand",127.3
2018,June,Prod269,"Own Brand",117.4
2018,June,Prod043,"Own Brand",74.7
2018,June,Prod274,"Own Brand",69.2
2018,June,Prod064,"Own Brand",51.8
2018,June,Prod270,"Own Brand",42.6
2018,June,Prod063,"Own Brand",41.3
2018,June,Prod076,"Distribution",40.6
2018,June,Prod218,"Distribution",39.5
2018,June,Prod038,"Own Brand",37.2
2018,June,Prod034,"Own Brand",3.2
2018,June,Prod248,"Distribution",-46.3
